company_name,ticker,country,meeting_date,meeting_id,meeting_type,proposal_number,proposal_text,proponent,management_rec,nbim_vote,position_paper,rationale_text
accton technology corp,2345,Taiwan,2024-06-13 00:00:00,1830893,Annual,4.1,"Elect a Representative of KUAN XIN INVESTMENT CORP., with Shareholder No. 0248318, as Non-independent Director",Management,For,Against,,"The company should have a robust nomination and election process to ensure an effective board that is accountable to shareholders. Shareholders should be able to participate in frequent elections of all board members, preferably on an annual basis. The company should establish reasonable procedures for shareholders to include proposals in the meeting material distributed by the company, including proposing board candidates."
accton technology corp,2345,Taiwan,2022-06-16 00:00:00,1622331,Annual,1,Approve Business Operations Report and Financial Statements,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2022-06-16 00:00:00,1622331,Annual,2,Approve Profit Distribution,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2022-06-16 00:00:00,1622331,Annual,3,Approve Amendments to Articles of Association,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2022-06-16 00:00:00,1622331,Annual,4,Amend Rules and Procedures Regarding Shareholder's General Meeting,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2022-06-16 00:00:00,1622331,Annual,5,Amend Procedures Governing the Acquisition or Disposal of Assets,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2022-06-16 00:00:00,1622331,Annual,6,Approve Issuance of Restricted Stocks,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2021-07-08 00:00:00,1518482,Annual,1,Approve Business Operations Report and Financial Statements,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2021-07-08 00:00:00,1518482,Annual,2,Approve Profit Distribution,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2021-07-08 00:00:00,1518482,Annual,3.1,"Elect a Representative of KUAN XIN INVESTMENT CORP, with Shareholder No. 0248318, as Non-independent Director",Management,For,Against,,"The company should have a robust nomination and election process to ensure an effective board that is accountable to shareholders. Shareholders should be able to participate in frequent elections of all board members, preferably on an annual basis. The company should establish reasonable procedures for shareholders to include proposals in the meeting material distributed by the company, including proposing board candidates."
accton technology corp,2345,Taiwan,2021-07-08 00:00:00,1518482,Annual,4,Approve Release of Restrictions of Competitive Activities of Newly Appointed Directors and Representatives,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2020-06-18 00:00:00,1409313,Annual,1,Approve Business Operations Report and Financial Statements,Management,For,Abstain,,
accton technology corp,2345,Taiwan,2020-06-18 00:00:00,1409313,Annual,2,Approve Profit Distribution,Management,For,Abstain,,
idex corp,IEX,United States,2020-05-07 00:00:00,1409958,Annual,1.1,Elect Director Andrew K. Silvernail,Management,For,Withhold,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
